受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2025/05/10,30,28333600,16910500,14732550,3.11,8.58,8.58,9.77,0.01,0.01,0.01,0.01,0.01,0.01,10680850,1353750,2256100,1906350
2025/05/10,31,27568150,16542950,14484900,5.00,7.61,7.61,9.74,0.01,0.01,0.01,0.01,0.01,0.01,10580950,1277550,1765850,1670350
2025/05/10,32,26346550,16691050,14409200,7.37,8.58,8.58,9.97,1.00,1.00,1.00,1.00,1.00,1.00,9928650,1090200,1497100,1469100
2025/05/10,33,25317450,15975400,14530050,6.50,9.84,9.84,9.84,0.03,0.03,0.03,0.03,0.03,0.03,9150950,1029500,1466900,1466900
2025/05/10,34,23599650,16075350,14014650,8.01,10.22,10.22,10.22,5.00,5.00,5.00,5.00,5.00,5.00,8136050,898950,1630200,1480200
2025/05/10,35,23389350,16176650,13773450,8.36,10.33,10.33,10.33,6.63,6.63,6.63,6.63,6.63,6.63,7199550,961250,1427100,1277100
2025/05/10,36,22505050,16715900,13597900,9.95,10.43,10.43,10.43,8.12,8.12,8.12,8.12,8.12,8.12,6643950,914350,1226900,1076900
2025/05/10,37,21689850,16771400,13391400,10.37,11.77,11.77,11.77,8.71,8.71,8.71,8.71,8.71,8.71,6255750,903300,1261400,1111400
2025/05/10,38,21232950,17047750,13248400,10.56,13.00,13.00,13.00,10.51,10.51,10.51,10.51,10.51,10.51,6009050,854250,1459800,1309800
2025/05/10,39,21293350,17098500,13260000,10.64,11.77,11.77,11.77,10.55,10.55,10.55,10.55,10.55,10.55,6021200,850600,1259400,1109400
2025/05/10,40,21621350,16923100,13203250,10.49,11.18,11.18,11.18,9.96,9.96,9.96,9.96,9.96,9.96,6233800,880550,1258250,1108250
2025/05/10,41,21532800,16604400,13184250,10.33,10.43,10.43,10.43,9.68,9.68,9.68,9.68,9.68,9.68,6269650,828250,1453600,1303600
2025/05/10,42,21949150,16522550,13179850,10.29,10.44,10.44,10.44,8.71,8.71,8.71,8.71,8.71,8.71,6678350,865850,1551400,1401400
2025/05/10,43,22173750,16428600,13256700,10.22,10.33,10.33,10.33,9.00,9.00,9.00,9.00,9.00,9.00,6914350,853200,1347750,1197750
2025/05/10,44,22707650,16124150,13285050,9.96,10.22,10.22,10.22,8.53,8.53,8.53,8.53,8.53,8.53,7622550,849550,1341750,1191750
2025/05/10,45,22969100,16738200,12941450,10.00,10.71,10.71,10.71,8.64,8.64,8.64,8.64,8.64,8.64,8039050,759150,1327350,1177350
2025/05/10,46,22663600,16013400,12592500,9.70,8.99,8.99,10.69,8.00,8.00,8.00,8.00,8.00,8.00,8048200,773500,1289450,1139450
2025/05/10,47,21911900,15820850,12285450,9.75,8.70,8.70,13.87,7.90,7.90,7.90,7.90,7.90,7.90,8004200,722500,1278650,1128650
2025/05/10,48,21560300,15102050,11996800,8.71,8.60,8.60,10.43,7.29,7.29,7.29,7.29,7.29,7.29,7688850,748300,1046950,896950
2025/05/11,1,20294650,14975400,12071600,8.91,7.62,7.62,9.98,7.28,7.28,7.28,7.28,7.28,7.28,6547500,910900,1531800,1301800
2025/05/11,2,21342400,15334400,12277250,8.68,7.59,7.59,9.98,7.48,7.48,7.48,7.48,7.48,7.48,7457150,904550,1630500,1357900
2025/05/11,3,21683000,15201150,12207150,8.40,7.64,7.64,9.74,7.28,7.28,7.28,7.28,7.28,7.28,7572800,902200,1711000,1365800
2025/05/11,4,21662450,15314200,12254750,8.40,7.64,7.64,9.68,7.50,7.50,7.50,7.50,7.50,7.50,7560200,894650,1905000,1437450
2025/05/11,5,21775600,15270600,12323600,8.61,8.26,8.26,9.65,7.72,7.72,7.72,7.72,7.72,7.72,7770000,926700,1781950,1437300
2025/05/11,6,21531150,15379200,12240500,9.20,8.58,8.58,9.71,8.14,8.14,8.14,8.14,8.14,8.14,7788750,813250,1956800,1635500
2025/05/11,7,21220800,15606500,12264750,9.50,9.50,9.50,9.98,8.40,8.40,8.40,8.40,8.40,8.40,8034700,828650,1863950,1544950
2025/05/11,8,21083450,15915450,12344750,9.60,9.51,9.51,9.96,8.68,8.68,8.68,8.68,8.68,8.68,8114550,777150,1948300,1613300
2025/05/11,9,21046450,16087650,12291550,9.91,9.79,9.79,9.98,9.88,9.88,9.88,9.88,9.88,9.88,8201150,727550,1685600,1344600
2025/05/11,10,21172150,16055750,12305100,9.91,9.52,9.52,9.98,9.59,9.59,9.59,9.59,9.59,9.59,8304650,713900,1681500,1356000
2025/05/11,11,20850100,14791050,11505200,9.46,8.48,8.48,9.98,9.98,9.98,9.98,9.98,9.98,9.98,8451300,646300,1760750,1497250
2025/05/11,12,22043550,13945850,11774600,7.19,6.24,6.24,7.36,7.36,7.36,7.36,7.36,7.36,7.36,9247750,662650,1477050,1228050
2025/05/11,13,23618600,13400900,11987950,6.91,6.24,6.24,7.26,7.26,7.26,7.26,7.26,7.26,7.26,10217150,628350,1580050,1358050
2025/05/11,14,25530650,12949750,12321850,4.28,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,5.69,11175450,535450,1438800,1438800
2025/05/11,15,28359250,14703750,13530800,6.01,5.95,5.95,6.01,6.01,6.01,6.01,6.01,6.01,6.01,12414750,688800,2622350,2547350
2025/05/11,16,29978450,16050100,14385800,6.01,1.00,1.00,6.75,6.75,6.75,6.75,6.75,6.75,6.75,12726650,639200,3549800,2914100
2025/05/11,17,30725550,17548400,15089350,6.72,3.00,3.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,13009800,777750,4220250,2929950
2025/05/11,18,31629350,17845700,15554300,5.82,1.00,1.00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,13125650,817700,4328400,3031550
2025/05/11,19,32032350,18108700,16001700,5.00,0.01,0.01,5.00,5.00,5.00,5.00,5.00,5.00,5.82,12959200,852950,4281600,3051150
2025/05/11,20,32676900,18243100,16310550,3.00,0.01,0.01,3.50,3.50,3.50,3.50,3.50,3.50,5.82,13224550,908550,4209000,3036400
2025/05/11,21,33143600,18353400,16511450,3.00,0.01,0.01,5.00,3.00,3.00,3.00,3.00,3.00,5.82,13409600,955400,4134900,2970900
2025/05/11,22,33114300,18345600,16369700,3.00,0.01,0.01,5.00,3.56,3.56,3.56,3.56,3.56,5.09,13364300,948150,4132500,2931450
2025/05/11,23,33128450,18427750,16420100,3.10,0.01,0.01,5.00,5.00,5.00,5.00,5.00,5.00,5.00,13400300,953800,4128050,2928750
2025/05/11,24,32864950,18467950,16380550,3.50,0.01,0.01,6.86,5.00,5.00,5.00,5.00,5.00,5.82,13278700,927500,4010550,2751950
2025/05/11,25,32341250,18513600,16097700,5.00,0.01,0.01,7.41,5.82,5.82,5.82,5.82,5.82,5.82,13139550,904200,4236400,2904900
2025/05/11,26,31700400,18062700,15719700,6.45,0.01,0.01,9.47,6.87,6.87,6.87,6.87,6.87,6.87,13171950,881200,3903350,2824750
2025/05/11,27,31090850,17593750,15778400,6.87,0.01,0.01,9.75,7.51,7.51,7.51,7.51,7.51,7.51,13120800,868700,3333100,2846500
2025/05/11,28,30442000,17102500,15693350,7.19,0.01,0.01,9.98,7.58,7.58,7.58,7.58,7.58,7.58,12843300,850300,3054350,2806250
2025/05/11,29,29307900,16515600,14715750,6.77,0.02,0.02,11.03,6.49,6.49,6.49,6.49,6.49,6.49,12615550,842550,2599850,2440250
2025/05/11,30,28012000,15955750,14187850,6.46,5.95,5.95,13.87,5.82,5.82,5.82,5.82,5.82,5.82,11764850,835850,2205800,2196950
2025/05/11,31,27459800,15517400,13593700,6.77,6.56,6.56,10.76,6.00,6.00,6.00,6.00,6.00,6.00,11496550,783900,1724850,1724850
2025/05/11,32,25795200,15438250,13068550,7.58,6.74,6.82,10.40,7.15,7.15,7.15,7.15,7.15,7.15,11051150,772800,1539300,1539300
2025/05/11,33,25679000,16761350,13819250,8.68,6.93,6.93,10.22,7.66,7.66,7.66,7.66,7.66,7.66,10257850,651200,1467650,1467650
2025/05/11,34,24285550,17003350,13501900,9.95,7.61,7.61,13.90,8.49,8.49,8.49,8.49,8.49,8.49,9615200,783900,1467850,1467850
2025/05/11,35,23993250,17452450,13672950,10.12,7.71,7.71,14.01,8.93,8.93,8.93,8.93,8.93,8.93,9416600,903800,1268750,1268750
2025/05/11,36,23939100,17409000,14222100,9.98,8.58,9.26,11.17,9.13,9.13,9.13,9.13,9.13,9.13,8678750,896800,1266950,1266950
2025/05/11,37,23523350,17054550,14093650,10.00,9.50,10.43,10.43,8.93,8.93,8.93,8.93,8.93,8.93,8362150,1176950,1319600,1319600
2025/05/11,38,23378850,17274150,14003200,10.29,10.46,10.46,10.46,9.91,9.91,9.91,9.91,9.91,9.91,8439550,1199800,1319300,1319300
2025/05/11,39,23252500,17292100,13993350,10.34,10.74,10.74,10.74,9.91,9.91,9.91,9.91,9.91,9.91,8377550,1105250,1316800,1316800
2025/05/11,40,23364250,17115350,13866300,10.12,10.73,10.73,10.73,8.97,8.97,8.97,8.97,8.97,8.97,8477200,1117450,1515550,1515550
2025/05/11,41,23617200,18141700,14082250,11.00,11.69,11.69,11.69,11.08,11.08,11.08,11.08,11.08,11.08,8696250,1198400,1508450,1508450
2025/05/11,42,23813600,17942600,13934900,10.43,13.90,13.90,13.90,9.42,9.42,9.42,9.42,9.42,9.42,9258250,1305800,1306050,1306050
2025/05/11,43,23486350,17496600,13489100,11.08,13.36,13.36,13.36,10.10,10.10,10.10,10.10,10.10,10.10,9146450,1058500,1301850,1301850
2025/05/11,44,24119350,17382100,13485550,10.46,8.58,13.94,13.94,9.26,9.26,9.26,9.26,9.26,9.26,9816400,1067750,1295100,1295100
2025/05/11,45,24161450,16969850,13044300,10.28,8.58,10.15,12.78,9.29,8.93,8.93,8.93,8.93,8.93,10090200,1026900,1429100,1279100
2025/05/11,46,24063500,16251150,12710500,9.73,8.58,10.72,10.72,8.40,8.40,8.40,8.40,8.40,8.40,10163650,1069300,1392350,1242350
2025/05/11,47,23569250,15818750,12602700,9.60,8.58,9.21,10.43,7.72,7.72,7.72,7.72,7.72,7.72,10002700,1061450,1390450,1240450
2025/05/11,48,22881450,15029850,12221800,8.58,8.58,10.00,10.00,6.85,6.85,6.85,6.85,6.85,6.85,9366550,1110400,1042950,892950
2025/05/12,1,18966550,14435400,11713350,8.12,10.29,10.29,10.29,6.06,6.06,6.06,6.06,6.06,6.06,5478200,634250,1620350,1342850
2025/05/12,2,20501200,14849100,11922500,7.50,10.18,10.18,10.18,8.23,5.82,5.82,5.82,5.82,5.82,6829150,881100,1590000,1336500
2025/05/12,3,20834350,14900000,12005850,7.59,10.18,10.18,10.18,8.05,6.00,6.00,6.00,6.00,6.00,7167650,928250,1665400,1390900
2025/05/12,4,20900700,14933450,11968450,7.96,10.13,10.13,10.13,7.93,7.02,7.02,7.02,7.02,7.02,7314200,878500,1756750,1481250
2025/05/12,5,20601550,14910500,11998400,8.33,10.13,10.13,10.13,7.21,7.21,7.21,7.21,7.21,7.21,7167250,854850,1783550,1501050
2025/05/12,6,20458800,14958700,11998900,8.53,10.13,10.13,10.13,7.37,7.37,7.37,7.37,7.37,7.37,7109200,810350,1819100,1545600
2025/05/12,7,20403550,15089000,11899950,8.71,10.21,10.21,10.21,8.04,8.04,8.04,8.04,8.04,8.04,6958000,649450,1695900,1419400
2025/05/12,8,20121800,15228250,11892800,9.74,10.21,10.21,10.21,7.93,7.93,7.93,7.93,7.93,7.93,6588100,543400,1683850,1390850
2025/05/12,9,20339500,15456500,12101700,9.14,10.29,10.29,10.29,7.72,7.72,7.72,7.72,7.72,7.72,6676300,692600,1594350,1298600
2025/05/12,10,20314000,15562900,12122000,9.74,10.29,10.29,10.29,8.04,8.04,8.04,8.04,8.04,8.04,6775450,715350,1583150,1319150
2025/05/12,11,19732050,15122950,11440800,9.97,10.46,10.46,10.46,8.37,8.18,8.18,8.18,8.18,8.18,7046700,622750,1749250,1513250
2025/05/12,12,20256950,15233600,11777650,9.93,8.58,10.43,10.43,8.04,8.04,8.04,8.04,8.04,8.04,7087450,626800,1715750,1565750
2025/05/12,13,20934900,15367800,11593000,9.96,8.58,10.73,10.73,8.57,8.57,8.57,8.57,8.57,8.57,7805250,553500,1650700,1500700
2025/05/12,14,21746850,15701550,12059800,8.78,8.58,11.18,11.18,8.04,8.04,8.04,8.04,8.04,8.04,7998350,546400,1759550,1604550
2025/05/12,15,22842600,16367400,12723500,8.20,6.79,10.73,10.73,8.20,7.54,7.54,7.54,7.54,7.54,8283600,575000,2488450,2168350
2025/05/12,16,23735950,16917200,13162400,7.76,6.55,11.47,11.47,10.54,7.26,7.26,7.26,7.26,7.26,8380000,582650,2815250,2368200
2025/05/12,17,25146000,18921300,14623500,8.60,6.55,10.76,10.76,8.60,8.60,8.60,8.60,8.60,6.00,8383000,618750,3248250,2774400
2025/05/12,18,25628450,19798100,15368400,8.73,6.46,13.50,13.50,10.86,10.86,10.86,10.86,10.86,1.00,8136900,581550,3382950,2786000
2025/05/12,19,26051400,20404850,15912650,8.58,6.47,13.94,13.94,8.77,8.77,8.77,8.77,8.77,0.01,8084500,637250,3594550,2794950
2025/05/12,20,27097800,20638000,16373150,7.75,6.46,12.19,12.19,8.04,8.04,8.04,8.04,8.04,0.01,8222950,628700,3790900,2798850
2025/05/12,21,27968700,20820200,16776350,7.00,3.00,10.43,10.43,7.52,7.52,7.52,7.52,7.52,0.01,8383150,609050,3955800,2802150
2025/05/12,22,28512050,20978400,17047250,6.46,6.46,9.83,10.22,7.34,7.34,7.34,7.34,7.34,0.01,8567300,670450,3968500,2851900
2025/05/12,23,29035900,21268800,17207300,6.46,6.46,8.50,10.13,7.50,7.50,7.50,7.50,7.50,0.01,8733350,726150,4345300,3017700
2025/05/12,24,29339150,21294350,17304650,6.09,6.46,7.02,9.98,7.30,7.30,7.30,7.30,7.30,0.01,8713800,746200,4319600,2813500
2025/05/12,25,30043050,20684700,17050950,3.00,0.20,6.24,9.74,4.34,4.34,4.34,4.34,4.34,0.01,8813250,788550,4127050,2761600
2025/05/12,26,29662100,20390500,16950400,4.34,3.00,6.61,9.85,4.34,4.34,4.34,4.34,4.34,0.01,8753450,799250,3764100,2765450
2025/05/12,27,28570800,20340950,16984150,6.46,6.46,9.41,10.08,7.54,7.54,7.54,7.54,7.54,0.01,8271650,735100,3778700,3013800
2025/05/12,28,27908150,20326050,16779500,7.32,6.46,10.39,10.39,8.12,8.12,8.12,8.12,8.12,0.01,8281050,783250,3540950,2955550
2025/05/12,29,27750950,19737200,16376250,6.56,6.47,10.67,10.67,7.90,5.69,5.69,5.69,5.69,0.01,8346150,762700,3141350,2667850
2025/05/12,30,26449950,19357400,15921700,7.00,6.56,12.00,12.00,6.01,6.01,6.01,6.01,6.01,0.01,7824700,732100,2625200,2189800
2025/05/12,31,25789250,18789950,15527550,7.42,6.57,12.39,12.39,4.50,4.50,4.50,4.50,4.50,4.50,7579400,704800,1850000,1665800
2025/05/12,32,24373750,18702500,15462400,8.42,8.58,13.94,13.94,7.17,7.17,7.17,7.17,7.17,7.17,6933550,797800,1516850,1472200
2025/05/12,33,23430900,18212900,15521250,8.43,8.58,12.57,12.57,7.30,7.30,7.30,7.30,3.00,7.30,6025150,869150,1409750,1389600
2025/05/12,34,22372000,18218250,15394200,10.06,8.58,13.88,13.88,8.04,8.04,8.04,8.04,8.00,7.76,5562000,862850,1400600,1383350
2025/05/12,35,21844600,18114750,14989400,10.36,8.58,13.94,13.94,8.43,8.43,8.43,8.43,8.43,8.43,5280400,773950,1395800,1381800
2025/05/12,36,21168850,18406100,14811050,11.08,8.58,14.01,14.01,9.95,9.95,9.95,9.95,9.95,9.95,5351800,793250,1440750,1426750
2025/05/12,37,20250700,17998050,14520900,11.49,14.12,14.12,14.12,11.48,11.48,11.48,11.48,11.48,11.48,5399450,728850,1437950,1423850
2025/05/12,38,19933300,18306800,14526900,13.51,15.92,15.92,15.92,15.32,15.32,15.32,15.32,15.32,15.32,5463100,665200,1436650,1422550
2025/05/12,39,20712250,18177250,14480700,11.49,13.50,13.50,13.50,12.33,12.33,12.33,12.33,12.33,12.33,5693400,744450,1436100,1421900
2025/05/12,40,20929250,18399350,14693250,12.12,17.00,17.00,17.00,11.19,11.19,11.19,11.19,11.19,11.19,6436750,1038550,1432800,1418600
2025/05/12,41,20875350,18211450,14287750,12.00,14.21,14.21,14.21,11.10,11.10,11.10,11.10,11.10,11.10,6580300,1150650,1430450,1416100
2025/05/12,42,20868350,17975850,14100300,12.00,15.00,15.00,15.00,10.95,10.95,10.95,10.95,10.95,10.95,6522150,1104900,1428650,1414300
2025/05/12,43,20714750,17338700,13657400,11.57,13.01,13.01,13.01,10.01,10.01,10.01,10.01,10.01,10.01,6649000,1041850,1421650,1421650
2025/05/12,44,21219900,16849600,13668900,10.43,8.58,10.65,10.65,8.71,8.71,8.71,8.71,8.71,8.71,6886600,1045050,1416750,1416750
2025/05/12,45,20107050,16520200,13052000,10.40,8.58,10.43,10.43,10.43,8.68,8.68,8.68,8.68,8.68,6532300,1134600,1384300,1384300
2025/05/12,46,20072050,15866500,12832700,10.08,8.58,10.28,10.28,10.28,8.43,8.43,8.43,8.43,8.43,6697650,1202500,1382900,1382900
2025/05/12,47,19635900,15439000,12505350,9.97,8.58,10.21,10.21,8.42,8.42,8.42,8.42,8.42,8.42,6747700,1218500,1281200,1281200
2025/05/12,48,19658250,14347150,12393150,8.04,8.58,9.97,9.97,7.66,7.66,7.66,7.66,7.66,7.66,6828500,1257900,914050,914050
2025/05/13,1,18230950,15371900,12261300,9.51,8.58,10.41,10.41,10.41,8.04,8.04,8.04,8.04,8.04,4556950,645400,1767350,1690350
2025/05/13,2,19127500,15597900,12392800,9.00,8.58,10.30,10.30,10.30,7.26,7.26,7.26,7.26,7.26,5031650,650900,1920400,1770400
2025/05/13,3,19804350,15349200,12157900,8.60,8.58,10.15,10.15,10.15,7.06,7.06,7.06,7.06,7.06,5402200,614300,1893150,1743150
2025/05/13,4,19888400,15399900,12187450,8.60,8.58,10.03,10.03,10.03,7.26,7.26,7.26,7.26,7.26,5349500,592700,1978900,1813900
2025/05/13,5,19604650,15640350,12235000,8.93,10.05,10.05,10.05,10.05,7.39,7.39,7.39,7.39,7.39,5250550,575150,2064650,1847650
2025/05/13,6,19220100,15866900,12180200,9.35,8.58,10.13,10.13,10.13,8.12,8.12,8.12,8.12,8.12,5266400,645850,2110350,1857850
2025/05/13,7,19062450,15880150,12158300,9.64,8.58,10.13,10.13,10.13,8.40,8.40,8.40,8.40,8.40,5082450,594550,2006750,1732750
2025/05/13,8,19116600,16083350,12291000,9.64,10.22,10.22,10.22,10.22,8.23,8.23,8.23,8.23,8.23,5189400,537700,2263800,1976300
2025/05/13,9,19150050,16185400,12424400,9.84,10.58,10.58,10.58,10.58,8.40,8.40,8.40,8.40,8.40,5464600,507850,2186300,1898300
2025/05/13,10,19135700,16264650,12462100,9.96,8.68,10.43,10.43,10.43,8.40,8.40,8.40,8.40,8.40,5626100,539950,1996550,1722550
2025/05/13,11,18849950,15939800,11990800,10.01,8.58,10.33,10.33,10.33,8.93,8.93,8.93,8.93,8.93,5881650,565300,1987350,1741350
2025/05/13,12,20267650,15909000,12404150,9.70,8.58,8.58,10.00,10.00,8.68,8.68,8.68,8.68,8.68,6637200,499750,1856700,1683700
2025/05/13,13,22428500,15706650,12718700,8.71,6.56,6.56,9.96,8.40,8.40,8.40,8.40,8.40,8.40,8218650,481600,1725100,1565600
2025/05/13,14,25332700,15016150,13265500,6.24,6.24,6.24,8.77,5.82,5.82,5.82,5.82,5.82,5.82,9638250,501900,1993200,1840700
2025/05/13,15,27669700,15409800,14333000,6.50,1.00,1.00,7.00,6.90,6.90,6.90,6.90,6.90,6.90,10695950,431800,2582800,2432800
2025/05/13,16,30213900,16869250,15652850,5.58,0.02,0.02,7.81,4.14,4.14,4.14,4.14,4.14,1.00,11101500,502700,3261950,2811950
2025/05/13,17,32383450,18350000,17179700,4.01,0.02,0.02,5.90,4.41,4.41,4.41,4.41,4.41,0.01,11197500,508000,3928050,3328050
2025/05/13,18,33819300,19246500,18098950,1.28,0.01,0.01,5.00,5.00,5.00,5.00,5.00,5.00,0.01,11334050,507550,4175600,3575600
2025/05/13,19,34719700,19909250,18748850,1.00,0.01,0.01,4.81,4.81,4.81,4.81,4.81,4.81,0.01,11278850,500050,4410850,3810850
2025/05/13,20,35852000,20512400,19348550,0.03,0.01,0.01,5.00,5.00,5.00,5.00,5.00,5.00,0.01,11437950,524800,4831800,4231800
2025/05/13,21,36677750,20590600,19592400,0.01,0.01,0.01,3.00,3.00,3.00,3.00,3.00,3.00,0.01,11462900,528350,4779000,4179000
2025/05/13,22,37197750,20678900,19795400,0.01,0.01,0.01,1.59,1.59,1.59,1.59,1.59,1.59,0.01,11403250,551200,4755550,4155550
2025/05/13,23,37599900,20751250,19942200,0.01,0.01,0.01,1.00,1.00,1.00,1.00,1.00,1.00,0.01,11362150,539450,4806650,4206650
2025/05/13,24,37833600,20400950,19658500,0.01,0.01,0.01,0.52,0.02,0.02,0.02,0.02,0.02,0.01,11359850,563650,4576700,3976700
2025/05/13,25,38323050,19499750,18843700,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.01,0.01,11499900,619600,4341950,3741950
2025/05/13,26,38085550,18936400,18517300,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.01,0.01,0.01,11525500,643600,3827300,3527300
2025/05/13,27,36781650,19662950,19429050,0.01,0.01,0.01,2.15,0.18,0.18,0.18,0.18,0.02,0.01,11263100,580900,3788450,3783450
2025/05/13,28,35475100,19562000,19092800,0.01,0.01,0.01,7.69,3.00,1.00,1.00,1.00,1.00,0.01,10972300,545700,3587600,3582600
2025/05/13,29,33930700,19240100,18632400,0.01,0.01,0.01,8.45,6.91,1.00,1.00,1.00,1.00,0.01,10776400,589700,3110450,3105450
2025/05/13,30,32028550,19007500,18031200,1.00,0.02,0.02,9.96,9.96,3.75,3.75,3.75,3.75,0.01,10346800,572850,2694750,2690500
2025/05/13,31,30286200,18328850,17205900,1.57,6.48,6.48,9.96,4.28,3.00,3.00,3.00,3.00,0.01,9572300,602750,2217550,2170550
2025/05/13,32,27741500,18694750,16591200,6.87,6.94,6.94,11.89,5.43,5.43,5.43,5.43,5.43,4.37,8644650,761300,2131250,2029850
2025/05/13,33,26992250,19894850,17010250,8.35,8.58,8.72,12.43,7.32,7.32,7.32,7.32,7.32,6.10,7673450,852300,1975400,1852250
2025/05/13,34,24008050,19369200,16229250,9.41,13.16,13.16,13.16,8.35,8.35,8.35,8.35,7.54,7.35,6252400,831850,1780000,1642350
2025/05/13,35,22152850,19020450,15612900,10.29,15.92,15.92,15.92,8.40,8.40,8.40,8.40,7.62,7.77,5598650,830800,1417050,1279250
2025/05/13,36,20731100,19085950,15276650,11.89,16.56,16.56,16.56,10.51,10.51,10.51,10.51,10.51,10.51,4991050,947700,1567000,1424200
2025/05/13,37,19196950,18206600,14515800,12.01,15.00,15.00,15.00,11.08,11.08,11.08,11.08,11.08,11.08,4729250,1144850,1497900,1327250
2025/05/13,38,18750900,18347150,14299250,14.51,15.35,15.35,15.35,14.28,14.28,14.28,14.28,14.28,14.28,4840900,1152150,1440550,1225400
2025/05/13,39,18994350,17948050,14145500,12.62,14.23,14.23,14.23,11.11,11.11,11.11,11.11,11.11,11.11,4955750,1148250,1446750,1222850
2025/05/13,40,19237350,17820200,13820650,11.63,15.94,15.94,15.94,10.51,10.51,10.51,10.51,10.51,10.51,5202600,1050000,1421000,1220100
2025/05/13,41,19665400,17681450,13648050,11.20,12.72,12.72,12.72,11.01,11.01,11.01,11.01,11.01,11.01,5689700,1029600,1406250,1215150
2025/05/13,42,19663200,17310050,13321800,10.72,12.18,12.18,12.18,10.36,10.36,10.36,10.36,10.36,10.36,5648450,810800,1371150,1213050
2025/05/13,43,20196100,16923200,13188350,10.41,10.73,10.73,10.73,9.59,9.59,9.59,9.59,9.59,9.59,5959750,822600,1357850,1208100
2025/05/13,44,20078300,16417150,12990150,10.33,10.50,10.50,10.50,9.59,9.59,9.59,9.59,9.59,9.59,6455650,806700,1440300,1317300
2025/05/13,45,20362050,17175150,13045050,11.08,12.72,12.72,12.72,10.50,9.33,9.33,9.33,9.33,9.33,6741050,775200,1505300,1381300
2025/05/13,46,20423550,16730100,12695500,10.58,11.10,11.10,11.10,9.12,9.00,9.00,9.00,9.00,9.00,6782250,768250,1303750,1179750
2025/05/13,47,20051450,16114350,12394600,10.11,11.10,11.10,11.10,8.57,8.57,8.57,8.57,8.57,8.57,6766100,740350,1301950,1168950
2025/05/13,48,20249750,15121050,12121500,9.24,10.42,10.42,10.42,7.16,7.16,7.16,7.16,7.16,7.16,6645000,819600,1026500,902500
2025/05/14,1,18000250,15207200,12190250,9.58,10.43,10.43,10.43,7.50,7.50,7.50,7.50,7.50,7.50,4399300,680350,1824450,1606850
2025/05/14,2,18542350,15293950,12138200,8.71,8.67,10.43,10.43,10.43,7.33,7.33,7.33,7.33,7.33,5034200,865300,1841550,1637450
2025/05/14,3,18868400,15126550,12149400,8.46,10.13,10.13,10.13,10.13,7.13,7.13,7.13,7.13,7.13,5252050,894450,1921550,1701450
2025/05/14,4,18960400,15063250,12215700,8.42,8.58,10.06,10.06,10.06,7.00,7.00,7.00,7.00,7.00,5238750,886650,1894650,1681050
2025/05/14,5,18947350,15091850,12115400,8.26,8.58,10.20,10.20,10.20,7.00,7.00,7.00,7.00,7.00,5128000,894550,1911950,1689350
2025/05/14,6,18813850,15467800,12326800,8.58,10.21,10.21,10.21,10.21,7.41,7.41,7.41,7.41,7.41,5119650,851200,2008550,1777450
2025/05/14,7,18878550,15531000,12283550,9.37,10.29,10.29,10.29,10.29,7.53,7.53,7.53,7.53,7.53,5380900,763350,2095450,1834350
2025/05/14,8,18669750,15562300,12309250,9.73,10.39,10.39,10.39,8.90,7.46,7.46,7.46,7.46,7.46,5104850,627100,2038450,1758350
2025/05/14,9,18636300,15892700,12529550,9.95,10.43,10.43,10.43,10.43,7.70,7.70,7.70,7.70,7.70,5090850,555300,2137850,1860250
2025/05/14,10,18648300,16065500,12614100,9.95,11.12,11.12,11.12,11.12,7.53,7.53,7.53,7.53,7.53,5248100,555250,2225450,1881850
2025/05/14,11,18497450,15736750,12137350,10.01,10.50,10.50,10.50,10.50,8.04,8.04,8.04,8.04,8.04,5581600,603650,1996750,1697150
2025/05/14,12,19488750,15801250,12618950,9.56,10.22,10.22,10.22,10.22,7.70,7.70,7.70,7.70,7.70,5846150,639250,2089150,1680050
2025/05/14,13,20860550,15766700,12912100,8.71,8.58,10.00,10.00,10.00,7.70,7.70,7.70,7.70,7.70,6835300,679500,2232300,1830200
2025/05/14,14,22438000,15421550,13186750,8.23,6.91,6.91,10.03,10.03,7.28,7.28,7.28,7.28,7.28,7566150,773700,2205350,1840750
2025/05/14,15,24764200,16606650,14134550,8.58,6.97,6.97,10.13,10.07,7.35,7.35,7.35,7.35,7.35,8880650,701700,2770250,2436900
2025/05/14,16,27035250,17803100,14866200,7.85,6.56,6.56,10.13,9.62,6.90,6.90,6.90,6.90,6.90,9724500,704500,3579750,2861400
2025/05/14,17,28988150,18552950,15840650,7.35,6.56,7.00,10.23,5.10,5.10,5.10,5.10,5.10,0.01,10075400,615850,4049250,2907950
